9,30,品物を簡単に売り買いできるフリマアプリです。要らなくなったけど捨てるのがもったいないものはメルカリで売るようにしています！,true,2021-01-23 15:32:00
10,31,旅行情報サイトです。このサイトで宿探しをして、宿泊の予約もできちゃいます。まとまった時間が取れたら旅行に行きたいなぁ…,true,2021-01-24 15:03:00
11,32,飲食店の口コミを見ることができます。近場のお店を比較できるので、どこに食べに行こうか悩んでいる時に重宝してます。,true,2021-01-25 15:34:00
12,33,動画とか静画とかを投稿・閲覧できるサイトです。youtubeに比べるとサブカル色が強め,true,2021-01-26 15:53:00
13,34,ラーメンに特化したグルメサイトです。ラーメンのおいしさが点数化されています。,true,2021-01-27 15:11:00
14,35,フリーイラスト素材集です。かわいいイラストがたくさん掲載されています。,true,2021-01-28 15:42:00
15,36,ドメインを取得できるサイトです。ドメインを取得すると自分のホームページっていう感じがして愛着が湧きます。,true,2021-01-29 15:25:00
16,37,飲食店の情報が見れたり、予約できたりします。データが豊富でお店探しをするのに便利です。,true,2021-01-30 15:13:00
17,38,コカコーラが紙ボトルを採用するらしいです。一瞬、コーラのボトルが紙になるのかと思ったんですが、そういうわけではなくて、コカコーラ社の出している「AdeZ」って飲み物が紙ボトルになるみたいですね。,true,2021-01-31 15:36:00
18,39,おっさんをレンタルすることができます。いろんなおっさんが並んでます。どのおっさんをレンタルするか悩みます。,true,2021-03-01 15:45:00
19,40,フリーソフトをダウンロードできます。ランキングを見ると、動画編集とか音声編集のソフトが人気みたいですね。,true,2021-03-02 15:35:00
20,41,キーボードで文字を入力すると、いい感じのかっこいいコマンドを出力してくれます。かちゃかちゃ適当に打っているだけで凄腕ハッカーの気分になれます。,true,2021-03-03 15:38:00
21,42,面白くて独特な記事がたくさん掲載されています。暇つぶしに眺めるのにはもってこいのサイトです。,true,2021-03-04 15:15:00
1,43,すこいWEBサイト。とにかくすごい。,true,2021-03-05 15:35:00
2,44,地球の気温とか風速とかを可視化して眺めることができます。設定項目が豊富で、いろいろいじっているだけで楽しいです。,true,2021-03-06 15:16:00
3,45,ゆるくてかわいいイラスト素材集です。ひよこがとってもかわいい。,true,2021-03-07 15:14:00
4,46,フラットなデザインのアイコン素材です。デザインに統一感があって、汎用性があります。,true,2021-03-08 15:03:00
5,47,家計簿アプリです。シンプルなデザインでとっても使いやすいです。使い始めてから節約できるようになりました。,true,2021-03-09 15:10:00
6,48,情報収集したり、趣味を共有したり、アウトプットに使っています。トレンドを確認して、いま話題になっていることのチェックにも活用しています。,true,2021-03-10 15:12:01
7,49,音楽を検索して勉強中に流しています。気付いたら勉強そっちのけで動画を見ている…ということが結構あるので使い過ぎには注意。,true,2021-03-11 11:25:10
8,50,通販に使っています。商品の種類が豊富で、口コミも見ることができるのが便利です。音楽を聞いたり、映画を観たりするのにも利用しています。,true,2021-03-12 19:47:49
